name,symbol,price,volume,market-cap,coingecko_rank,vol / mkt_cap,dominance,num_holders,whitepaper,Social Media,5 holders hold > 50% ?,Unlocked Liquidity Pool,scam
agricoin,AGN,0,165.87,0.0,-1,0.0,0.0,,,,,,
agricultural_trade_chain,AAT,0,0.0,0.0,-1,0.0,0.0,,,,,,
agrinovuscoin,AGRI,0,0.0,0.0,-1,0.0,0.0,,,,,,
agrolot,AGLT,0,58.21,0.0,-1,0.0,0.0,,,,,,
ai_doctor,AIDOC,0,4385687.0,1353792.0,1708,3.24,8.9e-07,,,,,,
ai_mining,AIM,0,0.0,0.0,-1,0.0,0.0,,,,,,
ai_prediction_ecosystem,AIPE,0,0.0,0.0,-1,0.0,0.0,,,,,,
aiascoin,AIAS,0,6.94e-05,13665.11,2832,0.0,9e-09,,,,,,
aichain,AIT,0,101513.0,1730639.0,1582,0.059,1.14e-06,,,,,,
aidcoin,AID,0,0.0,1880928.0,1548,0.0,1.24e-06,,,,,,
aidi_inu,AIDI,0,658162.0,0.0,-1,0.0,0.0,,,,,,
aidos_kuneen,ADK,0,958332.0,20359182.0,647,0.047,1.34e-05,,,,,,
aidus_token,AIDUS,0,1474.64,0.0,-1,0.0,0.0,,,,,,
ailink_token,ALI,0,4731.38,76083.0,2582,0.062,5e-08,,,,,,
ainori,AIN,0,4391.16,0.0,-1,0.0,0.0,,,,,,
aion,AION,0,5445723.0,67473032.0,363,0.081,4.43e-05,,,,,,
aioz_network,AIOZ,0,357662.0,20283035.0,648,0.018,1.33e-05,,,,,,
aipichain,AIPI,0,62.33,0.0,-1,0.0,0.0,,,,,,
airbloc,ABL,0,131127.0,6587993.0,1022,0.02,4.33e-06,,,,,,
aircoin,AIR,0,77150.0,0.0,-1,0.0,0.0,,,,,,
aircoins,AIRX,0,23279.0,0.0,-1,0.0,0.0,,,,,,
airdrop_world,AWT,0,34032.0,0.0,-1,0.0,0.0,,,,,,
airight,AIRI,0,338900.0,0.0,-1,0.0,0.0,,,,,,
airraid_lottery_token,ARAID,0,289190.0,0.0,-1,0.0,0.0,,,,,,
airswap,AST,0,1645372.0,22626684.0,617,0.073,1.49e-05,,,,,,
aitheon,ACU,0,364889.0,0.0,-1,0.0,0.0,,,,,,
aitra,AITRA,0,30.49,3126390.0,1345,0.0,2.05e-06,,,,,,
aiwork,AWO,0,331108.0,0.0,-1,0.0,0.0,,,,,,
akash_network,AKT,0,1410879.0,228372083.0,177,0.006,0.0001500848,,,,,,
akita_inu,AKITA,0,5184464.0,0.0,-1,0.0,0.0,,,,,,
akroma,AKA,0,0.0,0.0,-1,0.0,0.0,,,,,,
akropolis,AKRO,0,13123227.0,51410802.0,417,0.255,3.38e-05,,,,,,
akuaku,AKUAKU,0,170.5,0.0,-1,0.0,0.0,,,,,,
alacrity,ALR,0,0.0,0.0,-1,0.0,0.0,,,,,,
alaska_inu,LAS,0,60704.0,0.0,-1,0.0,0.0,,,,,,
alaya,ATP,0,12621.86,0.0,-1,0.0,0.0,,,,,,
albos,ALB,0,0.0,0.0,-1,0.0,0.0,,,,,,
alchemint,SDS,0,0.0,326988.0,2223,0.0,2.15e-07,,,,,,
alchemist,MIST,0,247112.0,59371869.0,382,0.004,3.9e-05,,,,,,
alchemist_defi_aurum,AURUM,0,0.0,0.0,-1,0.0,0.0,,,,,,
alchemist_defi_mist,MIST,0,0.009694736795,0.0,-1,0.0,0.0,,,,,,
alchemix,ALCX,0,6835283.0,199200771.0,192,0.034,0.0001309135,,,,,,
alchemix_eth,ALETH,0,0.0,0.0,-1,0.0,0.0,,,,,,
alchemix_usd,ALUSD,0,7376596.0,221426393.0,184,0.033,0.0001455201,,,,,,
alchemy_pay,ACH,0,1525686.0,4368497.0,1197,0.349,2.87e-06,,,,,,
alchemydao,ALCH,0,1262.82,495687.0,2082,0.003,3.26e-07,,,,,,
aleph.im,ALEPH,0,379230.0,15900757.0,719,0.024,1.04e-05,,,,,,
alex,ALEX,0,0.0,376504.0,2174,0.0,2.47e-07,,,,,,
algoil,AGOL,0,163.07,0.0,-1,0.0,0.0,,,,,,
algopainter,ALGOP,0,140.88,0.0,-1,0.0,0.0,,,,,,
algorand,ALGO,0,180549855.0,2857150734.0,38,0.063,0.0018777022,,,,,,
algory,ALG,0,2017.26,0.0,-1,0.0,0.0,,,,,,
algovest,AVS,0,191.09,116292.0,2481,0.002,7.64e-08,,,,,,
alias,ALIAS,0,0.09227888697,5377495.0,1117,0.0,3.53e-06,,,,,,
alien_worlds,TLM,0,61396147.0,131484412.0,249,0.467,8.64e-05,,,,,,
alien_worlds_(bsc),TLM,0,2080514.0,0.0,-1,0.0,0.0,,,,,,
alis,ALIS,0,0.0,0.0,-1,0.0,0.0,,,,,,
alitas,ALT,0,371951.0,0.0,-1,0.0,0.0,,,,,,
alium_swap,ALM,0,26634.0,0.0,-1,0.0,0.0,,,,,,
all_best_ico,ALLBI,0,0.01980604987,0.0,-1,0.0,0.0,,,,,,
all_for_one_business,AFO,0,0.0,0.0,-1,0.0,0.0,,,,,,
all_sports,SOC,0,4691355.0,23156606.0,609,0.203,1.52e-05,,,,,,
all.me,ME,0,1173191.0,0.0,-1,0.0,0.0,,,,,,
alldex_alliance,AXA,0,3064.54,0.0,-1,0.0,0.0,,,,,,
alliance_cargo_direct,ACD,0,0.0,0.0,-1,0.0,0.0,,,,,,
alliance_fan_token,ALL,0,56066.0,1021482.0,1785,0.055,6.71e-07,,,,,,
alliance_x_trading,AXT,0,0.0,0.0,-1,0.0,0.0,,,,,,
allianceblock,ALBT,0,3520837.0,96320834.0,299,0.037,6.33e-05,,,,,,
allium_finance,ALM,0,266.48,0.0,-1,0.0,0.0,,,,,,
